rel_enh,backend,preset,rel_prep,sr_in,sr_out,dur_in_s,dur_out_s,peak_in_dbfs,peak_out_dbfs,delta_peak_db,rms_in_dbfs,rms_out_dbfs,delta_rms_db,clip_in_pct,clip_out_pct,delta_clip_pct,crest_in,crest_out,delta_crest,flat_in,flat_out,delta_flat,centroid_in_hz,centroid_out_hz,delta_centroid_hz,lufs_in,lufs_out,delta_lufs,srmr_in,srmr_out,delta_srmr,error,vad_speech_ratio_in,vad_speech_ratio_out,delta_vad_speech_ratio,vad_seg_count_in,vad_seg_count_out,delta_vad_seg_count,vad_seg_mean_dur_in_s,vad_seg_mean_dur_out_s,delta_vad_seg_mean_dur_s,speech_level_in_dbfs,speech_level_out_dbfs,delta_speech_level_db,nonspeech_level_in_dbfs,nonspeech_level_out_dbfs,delta_nonspeech_level_db,speech_nonspeech_snr_in_db,speech_nonspeech_snr_out_db,delta_speech_nonspeech_snr_db,emb_temporal_smoothness_in,emb_temporal_smoothness_out,delta_emb_temporal_smoothness,num_clusters_in,num_clusters_out,silhouette_in,silhouette_out,db_index_in,db_index_out,calinski_harabasz_in,calinski_harabasz_out,between_cluster_min_cos_in,between_cluster_min_cos_out,cluster_size_cv_in,cluster_size_cv_out,rtf_out,dnsmos_sig_out,dnsmos_bak_out,dnsmos_ovrl_out
enh/base/medium/data/raw/2025/09/08/82e73a5bbebf08a111d71f3f8530350306a39f2177e2487b63644e2fe727e648__250728_0922.wav,base,medium,prep/data/raw/2025/09/08/82e73a5bbebf08a111d71f3f8530350306a39f2177e2487b63644e2fe727e648__250728_0922.wav,44100,44100,113.507755,113.507755,-1.0,-1.0,0.0,-20.818,-20.766,0.052,0.0,0.0,0.0,9.793027,9.734121,-0.058906,0.001748,0.008973,0.007225,956.203,948.236,-7.967,-19.651,-19.388,0.263,11.371776,11.810858,0.439082,,,,,,,,,,,,,,,,,,,,0.734391,0.683852,-0.050539,28,29,0.117498,0.124374,1.529247,1.563507,4.146675,4.619533,0.160142,0.133312,1.330464,1.105461,,,,
enh/base/medium/data/raw/2025/09/08/861f81ada6fdb0ab6e56ba910b291eb680ddda84209778cc755e4edd8414bb30__250816_1803.wav,base,medium,prep/data/raw/2025/09/08/861f81ada6fdb0ab6e56ba910b291eb680ddda84209778cc755e4edd8414bb30__250816_1803.wav,44100,44100,11.62449,11.62449,-2.48,-1.0,1.48,-25.866,-26.006,-0.14,0.0,0.0,0.0,14.768243,17.794548,3.026305,0.002026,0.012849,0.010823,1297.559,707.947,-589.612,-22.074,-20.821,1.253,4.536083,6.824996,2.288913,,,,,,,,,,,,,,,,,,,,0.640186,0.699307,0.059121,8,5,0.30764,0.35293,0.7347,0.854242,3.143779,4.219689,0.315807,0.346768,0.377964,0.795395,,,,
enh/base/medium/data/raw/2025/09/08/8682186d89e962ebcf0c268dc7e536a2b4dbedbff360d05b8addcdd71352ab55__250728_0935.wav,base,medium,prep/data/raw/2025/09/08/8682186d89e962ebcf0c268dc7e536a2b4dbedbff360d05b8addcdd71352ab55__250728_0935.wav,44100,44100,131.888163,131.888163,-1.0,-1.0,0.0,-19.857,-19.486,0.371,0.0,0.0,0.0,8.766823,8.400588,-0.366235,0.002184,0.01224,0.010056,1115.182,914.893,-200.289,-18.445,-18.04,0.405,10.298665,11.215858,0.917193,,,,,,,,,,,,,,,,,,,,0.742653,0.667857,-0.074796,18,34,0.110342,0.102052,1.7122,1.53455,5.860895,4.598841,0.296175,0.160038,1.548656,1.131235,,,,
enh/base/medium/data/raw/2025/09/08/87d3da66f260427a0d414d286512861614b0632e326f85037883f27f00b1c3b7__250820_1543_01.wav,base,medium,prep/data/raw/2025/09/08/87d3da66f260427a0d414d286512861614b0632e326f85037883f27f00b1c3b7__250820_1543_01.wav,44100,44100,19.173878,19.173878,-1.0,-1.0,0.0,-19.868,-21.011,-1.143,0.0,0.0,0.0,8.778323,10.012616,1.234293,0.000666,0.011615,0.010949,895.644,938.718,43.074,-18.879,-19.758,-0.879,8.646536,10.239416,1.59288,,,,,,,,,,,,,,,,,,,,0.63268,0.635314,0.002634,10,11,0.223474,0.153129,1.196008,1.095916,2.677349,2.412917,0.210324,0.231002,0.381881,0.671855,,,,
enh/base/medium/data/raw/2025/09/08/903172ffbbfb9d2ff7f7232c7e3467a7e190ddb09cc22eb64351081091dc1e23__250820_1600.wav,base,medium,prep/data/raw/2025/09/08/903172ffbbfb9d2ff7f7232c7e3467a7e190ddb09cc22eb64351081091dc1e23__250820_1600.wav,44100,44100,80.867959,80.867982,-1.0,-1.0,0.0,-23.546,-23.918,-0.372,0.0,0.0,0.0,13.405684,13.992557,0.586873,0.000943,0.014974,0.014031,833.429,852.83,19.401,-22.318,-22.44,-0.122,10.193971,10.884408,0.690437,,,,,,,,,,,,,,,,,,,,0.717318,0.710403,-0.006915,18,24,0.097824,0.157177,1.504431,1.638395,3.724069,3.880132,0.272702,0.270268,1.320081,0.821351,,,,
enh/base/medium/data/raw/2025/09/08/93af91b2d487987837193951901b7bc2a92cd56a70972e922b34dd7a7e2f8914__250820_1544.wav,base,medium,prep/data/raw/2025/09/08/93af91b2d487987837193951901b7bc2a92cd56a70972e922b34dd7a7e2f8914__250820_1544.wav,44100,44100,30.953673,30.953696,-1.0,-1.0,0.0,-20.293,-21.188,-0.895,0.0,0.0,0.0,9.218418,10.218427,1.000009,0.000433,0.01739,0.016957,857.879,1174.695,316.816,-19.654,-20.347,-0.693,11.676231,10.584008,-1.092223,,,,,,,,,,,,,,,,,,,,0.728199,0.686889,-0.04131,9,12,0.154176,0.211868,1.477772,1.436055,2.900685,3.008204,0.482224,0.35351,0.972754,0.509902,,,,
enh/base/medium/data/raw/2025/09/08/93b95afc1cba4e79bb098d28307af4bb581a427c2733bb91de4c337c06b93d2a__250805_1359.wav,base,medium,prep/data/raw/2025/09/08/93b95afc1cba4e79bb098d28307af4bb581a427c2733bb91de4c337c06b93d2a__250805_1359.wav,44100,44100,110.417347,110.41737,-1.0,-1.0,0.0,-20.802,-21.809,-1.007,0.0,0.0,0.0,9.774552,10.975966,1.201414,0.001438,0.011092,0.009654,1104.545,1130.893,26.348,-19.759,-20.458,-0.699,11.407421,11.502897,0.095476,,,,,,,,,,,,,,,,,,,,0.744534,0.689029,-0.055505,26,42,0.131984,0.119347,1.502615,1.256762,4.21768,3.562274,0.175018,0.126686,1.404026,1.950312,,,,
enh/base/medium/data/raw/2025/09/08/997ef4d89f963fca36b010dbb74d67309bed3b8e4c9765026fe21f1bf97d5eec__250805_1408.wav,base,medium,prep/data/raw/2025/09/08/997ef4d89f963fca36b010dbb74d67309bed3b8e4c9765026fe21f1bf97d5eec__250805_1408.wav,44100,44100,82.337959,82.337959,-1.0,-1.0,0.0,-19.935,-20.642,-0.707,0.0,0.0,0.0,8.84557,9.596499,0.750929,0.000369,0.009882,0.009513,993.106,935.809,-57.297,-18.37,-18.825,-0.455,10.267693,10.548743,0.28105,,,,,,,,,,,,,,,,,,,,0.69751,0.663607,-0.033903,29,38,0.231516,0.192429,1.311957,1.173542,4.770471,4.081475,0.213822,0.075081,1.101268,1.07551,,,,
enh/base/medium/data/raw/2025/09/08/9ecfcb28b7f4114c15be6ecb4e3cc92a3f1d447a8c7bf46a75d519113583eaf3__250805_1417.wav,base,medium,prep/data/raw/2025/09/08/9ecfcb28b7f4114c15be6ecb4e3cc92a3f1d447a8c7bf46a75d519113583eaf3__250805_1417.wav,44100,44100,164.241429,164.241451,-1.376,-1.0,0.376,-23.649,-22.982,0.667,0.0,0.0,0.0,12.99099,12.564011,-0.426979,0.005226,0.015091,0.009865,1133.821,1111.453,-22.368,-22.438,-21.77,0.668,10.169397,10.355997,0.1866,,,,,,,,,,,,,,,,,,,,0.722425,0.703641,-0.018784,27,41,0.074545,0.059735,1.783556,1.522403,4.346627,3.640045,0.255588,0.092805,1.61963,1.9074,,,,
enh/base/medium/data/raw/2025/09/08/a1c13511c80de1f73d24c0ca08aa0d91f996f83f8807d0c0f632690f6fa18b6f__250714_1634.wav,base,medium,prep/data/raw/2025/09/08/a1c13511c80de1f73d24c0ca08aa0d91f996f83f8807d0c0f632690f6fa18b6f__250714_1634.wav,44100,44100,26.644898,26.644898,-1.701,-1.0,0.701,-21.944,-22.502,-0.558,0.0,0.0,0.0,10.283689,11.888135,1.604446,0.000677,0.015483,0.014806,843.479,1041.108,197.629,-21.005,-21.313,-0.308,8.239729,10.121427,1.881698,,,,,,,,,,,,,,,,,,,,0.720615,0.641887,-0.078728,10,17,0.249016,0.230801,1.22199,0.903604,3.274181,2.999004,0.361197,0.264298,0.97725,0.542326,,,,
enh/base/medium/data/raw/2025/09/08/a7d56e4890a6cc957eb136ba881bebe96ade25bdffd8f9f1dae6dde525890b98__250820_1932.wav,base,medium,prep/data/raw/2025/09/08/a7d56e4890a6cc957eb136ba881bebe96ade25bdffd8f9f1dae6dde525890b98__250820_1932.wav,44100,44100,87.007959,87.007982,-1.0,-1.0,0.0,-21.135,-22.155,-1.02,0.0,0.0,0.0,10.156872,11.422274,1.265402,0.00064,0.013577,0.012937,887.555,870.995,-16.56,-19.928,-20.624,-0.696,9.442536,10.520351,1.077815,,,,,,,,,,,,,,,,,,,,0.708304,0.683004,-0.0253,23,26,0.125018,0.135541,1.432547,1.511773,3.969804,3.622758,0.202241,0.141272,1.395645,1.20807,,,,
enh/base/medium/data/raw/2025/09/08/ae10cc9c1980c0909042445a9505c4646571ccfd6dd4b2b9266b1d157d7a9016__250728_0928.wav,base,medium,prep/data/raw/2025/09/08/ae10cc9c1980c0909042445a9505c4646571ccfd6dd4b2b9266b1d157d7a9016__250728_0928.wav,44100,44100,144.730816,144.730839,-1.0,-1.0,0.0,-20.054,-20.335,-0.281,0.0,0.0,0.0,8.967949,9.262475,0.294526,0.00106,0.010916,0.009856,931.884,998.489,66.605,-19.036,-19.138,-0.102,11.315026,11.805647,0.490621,,,,,,,,,,,,,,,,,,,,0.723214,0.672212,-0.051002,31,44,0.137541,0.119027,1.635428,1.538871,4.952491,4.496111,0.173407,0.008548,1.148472,1.114519,,,,
enh/base/medium/data/raw/2025/09/08/aff8ee3f05ba1de54c72dcd32caf0e47eef5033e08ba2d5322998d8017360fff__250820_2000.wav,base,medium,prep/data/raw/2025/09/08/aff8ee3f05ba1de54c72dcd32caf0e47eef5033e08ba2d5322998d8017360fff__250820_2000.wav,44100,44100,119.071429,119.071429,-1.0,-1.0,0.0,-21.995,-23.337,-1.342,0.0,0.0,0.0,11.213157,13.087368,1.874211,0.003512,0.017829,0.014317,922.519,893.053,-29.466,-20.528,-21.523,-0.995,9.336014,10.576243,1.240229,,,,,,,,,,,,,,,,,,,,0.707659,0.685953,-0.021706,24,36,0.123117,0.163966,1.639836,1.449994,4.964123,4.282803,0.181479,0.104182,1.319425,1.260744,,,,
enh/base/medium/data/raw/2025/09/08/b3b72dfcdbd8b6e43d79df299839965c02944e733ab5c0e65812ac7d6c454d4b__250820_1543.wav,base,medium,prep/data/raw/2025/09/08/b3b72dfcdbd8b6e43d79df299839965c02944e733ab5c0e65812ac7d6c454d4b__250820_1543.wav,44100,44100,29.173673,29.173696,-1.0,-1.0,0.0,-20.348,-21.304,-0.956,0.0,0.0,0.0,9.276343,10.356772,1.080429,0.000513,0.00994,0.009427,850.476,901.449,50.973,-19.334,-19.956,-0.622,10.627745,12.484105,1.85636,,,,,,,,,,,,,,,,,,,,0.742888,0.717274,-0.025614,10,15,0.260623,0.232783,1.276258,0.999764,3.760604,3.293878,0.223253,0.080167,0.846511,0.822439,,,,
enh/base/medium/data/raw/2025/09/08/b675bdc693ef39b0d7dde73901250f95b12aee2e6b2491ef0c3fe11989caf4ff__250820_1957.wav,base,medium,prep/data/raw/2025/09/08/b675bdc693ef39b0d7dde73901250f95b12aee2e6b2491ef0c3fe11989caf4ff__250820_1957.wav,44100,44100,125.01,125.010023,-1.0,-1.0,0.0,-20.491,-21.75,-1.259,0.0,0.0,0.0,9.43094,10.90196,1.47102,0.001338,0.013546,0.012208,839.717,886.791,47.074,-19.158,-20.076,-0.918,9.013253,9.829402,0.816149,,,,,,,,,,,,,,,,,,,,0.708251,0.669065,-0.039186,28,37,0.129644,0.115074,1.702939,1.546887,4.804014,4.198337,0.250481,0.159334,1.27985,1.040873,,,,
enh/base/medium/data/raw/2025/09/08/bacee44590f4f10dcbf347c6f8033cb9e693ae282d2da6a9f03a19916ed9b755__250805_1403.wav,base,medium,prep/data/raw/2025/09/08/bacee44590f4f10dcbf347c6f8033cb9e693ae282d2da6a9f03a19916ed9b755__250805_1403.wav,44100,44100,83.487347,83.03737,-1.0,-1.0,0.0,-20.273,-21.352,-1.079,0.0,0.0,0.0,9.1967,10.413492,1.216792,0.000791,0.009446,0.008655,930.425,1058.308,127.883,-19.377,-20.211,-0.834,11.528201,12.221664,0.693463,,,,,,,,,,,,,,,,,,,,0.743775,0.70722,-0.036555,24,31,0.124356,0.155532,1.415096,1.366434,3.556123,3.525951,0.21246,0.150004,1.443023,1.20201,,,,
enh/base/medium/data/raw/2025/09/08/bc1c812f58d7a8814ab2cfa4d81d5ba6d0a3ece42c884e11822ecb9479a71a7d__250805_1401.wav,base,medium,prep/data/raw/2025/09/08/bc1c812f58d7a8814ab2cfa4d81d5ba6d0a3ece42c884e11822ecb9479a71a7d__250805_1401.wav,44100,44100,82.279592,82.279592,-1.0,-1.0,0.0,-20.978,-21.924,-0.946,0.0,0.0,0.0,9.974645,11.122911,1.148266,0.00143,0.009783,0.008353,1007.926,1062.305,54.379,-19.739,-20.296,-0.557,11.291969,11.076099,-0.21587,,,,,,,,,,,,,,,,,,,,0.753693,0.712798,-0.040895,26,29,0.189421,0.149782,1.355869,1.402539,3.877414,3.743846,0.245393,0.176786,1.675491,1.125828,,,,
enh/base/medium/data/raw/2025/09/08/c352a5b75b40511bbbd6e6397cd488d411ce7fb4d47b6ccafe0a64cf20cfc4cf__250820_1544_01.wav,base,medium,prep/data/raw/2025/09/08/c352a5b75b40511bbbd6e6397cd488d411ce7fb4d47b6ccafe0a64cf20cfc4cf__250820_1544_01.wav,44100,44100,193.922245,193.922268,-1.0,-1.0,0.0,-20.865,-22.024,-1.159,0.0,0.0,0.0,9.845351,11.251725,1.406374,0.000587,0.012488,0.011901,864.912,927.933,63.021,-19.99,-20.844,-0.854,10.810225,11.760029,0.949804,,,,,,,,,,,,,,,,,,,,0.708411,0.693522,-0.014889,36,52,0.108588,0.112597,1.741404,1.612204,4.901118,4.101565,0.230082,0.141692,1.573809,1.440272,,,,
enh/base/medium/data/raw/2025/09/08/c3a3d60ba26fb94257a6f975143b6877602ca8a73186b4c2eada7301c86b4dd9__250820_2002.wav,base,medium,prep/data/raw/2025/09/08/c3a3d60ba26fb94257a6f975143b6877602ca8a73186b4c2eada7301c86b4dd9__250820_2002.wav,44100,44100,91.846531,91.846531,-1.0,-1.0,0.0,-22.181,-21.831,0.35,0.0,0.0,0.0,11.456484,11.003611,-0.452873,0.001459,0.01146,0.010001,1075.779,802.067,-273.712,-20.855,-20.336,0.519,9.48151,10.13357,0.65206,,,,,,,,,,,,,,,,,,,,0.651985,0.633894,-0.018091,26,36,0.146604,0.166766,1.548572,1.293916,4.294674,3.701015,0.16965,0.186232,1.16012,1.159001,,,,
enh/base/medium/data/raw/2025/09/08/c478f28aac2b1ddb78e25aa04116d86cdce826dd4c07b70e482313268f75fa6a__250714_1634_01.wav,base,medium,prep/data/raw/2025/09/08/c478f28aac2b1ddb78e25aa04116d86cdce826dd4c07b70e482313268f75fa6a__250714_1634_01.wav,44100,44100,83.722449,83.722449,-1.0,-1.0,0.0,-21.396,-23.242,-1.846,0.0,0.0,0.0,10.466828,12.945401,2.478573,0.000393,0.013174,0.012781,861.789,1072.753,210.964,-20.893,-22.369,-1.476,7.504936,8.931173,1.426237,,,,,,,,,,,,,,,,,,,,0.727374,0.710712,-0.016662,30,37,0.162883,0.160429,1.487175,1.383746,3.334331,2.967866,0.254075,0.163175,1.00905,0.829418,,,,
enh/base/medium/data/raw/2025/09/08/c68976736d2e914f499af55bdd1d3ccece530051225422c30ba9044585a1aff9__250820_1541.wav,base,medium,prep/data/raw/2025/09/08/c68976736d2e914f499af55bdd1d3ccece530051225422c30ba9044585a1aff9__250820_1541.wav,44100,44100,20.662857,20.21288,-1.0,-1.0,0.0,-23.068,-22.578,0.49,0.0,0.0,0.0,12.688115,11.992473,-0.695642,0.000763,0.011151,0.010388,836.838,762.292,-74.546,-21.996,-21.286,0.71,9.755614,9.50793,-0.247684,,,,,,,,,,,,,,,,,,,,0.712386,0.737518,0.025132,8,7,0.155031,0.182152,1.186094,1.281161,2.652352,3.189774,0.327433,0.277444,0.945247,0.632456,,,,
enh/base/medium/data/raw/2025/09/08/c82dcad81d1d2580cb7c0bc3dced4fad16093990997dda3c443c76f9b231c19a__250714_1630.wav,base,medium,prep/data/raw/2025/09/08/c82dcad81d1d2580cb7c0bc3dced4fad16093990997dda3c443c76f9b231c19a__250714_1630.wav,44100,44100,53.498776,53.498776,-1.0,-1.0,0.0,-21.264,-22.441,-1.177,0.0,0.0,0.0,10.308824,11.804708,1.495884,0.000336,0.008835,0.008499,716.539,945.654,229.115,-20.535,-21.307,-0.772,9.226528,10.713109,1.486581,,,,,,,,,,,,,,,,,,,,0.733243,0.700423,-0.03282,20,22,0.126969,0.199825,1.336974,1.303575,2.741071,3.28924,0.298991,0.196295,1.581784,0.807617,,,,
enh/base/medium/data/raw/2025/09/08/df5c7a3423dd07c7c527615359dcf78149587b1be39ec227e9a058012ed33c35__250714_1629.wav,base,medium,prep/data/raw/2025/09/08/df5c7a3423dd07c7c527615359dcf78149587b1be39ec227e9a058012ed33c35__250714_1629.wav,44100,44100,9.221224,9.221224,-2.028,-3.191,-1.163,-25.26,-26.585,-1.325,0.0,0.0,0.0,14.507037,14.780488,0.273451,0.000841,0.030018,0.029177,869.251,939.815,70.564,-22.321,-23.237,-0.916,7.064571,9.206736,2.142165,,,,,,,,,,,,,,,,,,,,0.735375,0.70726,-0.028115,4,6,0.305466,0.442666,0.996864,0.519715,3.207397,5.793743,0.504495,0.181952,0.472377,0.582102,,,,
enh/base/medium/data/raw/2025/09/08/e7cf2e4a32d69175644e4e4cc81312bed19479683da713810de4c746ef135373__250728_0917.wav,base,medium,prep/data/raw/2025/09/08/e7cf2e4a32d69175644e4e4cc81312bed19479683da713810de4c746ef135373__250728_0917.wav,44100,44100,116.140408,116.140408,-1.0,-1.0,0.0,-19.787,-19.581,0.206,0.0,0.0,0.0,8.696729,8.493359,-0.20337,0.001223,0.017542,0.016319,923.398,1131.841,208.443,-18.526,-18.22,0.306,11.571493,12.283865,0.712372,,,,,,,,,,,,,,,,,,,,0.711752,0.687456,-0.024296,27,32,0.13138,0.107515,1.552359,1.518141,4.459496,4.326903,0.260092,0.223716,1.241348,1.125987,,,,
enh/base/medium/data/raw/2025/09/08/f7fd19d194b94c26b87b4d2dccbedd556d19897f4c87879df8a7070d790e4b2a__250820_1540_01.wav,base,medium,prep/data/raw/2025/09/08/f7fd19d194b94c26b87b4d2dccbedd556d19897f4c87879df8a7070d790e4b2a__250820_1540_01.wav,44100,44100,27.807551,27.807574,-1.0,-1.0,0.0,-21.424,-19.518,1.906,0.0,0.0,0.0,10.500589,8.431448,-2.069141,0.000685,0.016544,0.015859,845.936,880.112,34.176,-20.605,-18.736,1.869,9.905217,11.290366,1.385149,,,,,,,,,,,,,,,,,,,,0.708362,0.682396,-0.025966,7,10,0.229782,0.213678,1.537645,1.308571,4.368914,3.526698,0.286387,0.241551,0.61864,0.715783,,,,
enh/clearervoice/medium/data/raw/2025/09/08/2279f1beb83a110a79e6272148ef3502ef281d8bed794468b2e2d64bff2d176b__250820_1541_01.wav,clearervoice,medium,prep/data/raw/2025/09/08/2279f1beb83a110a79e6272148ef3502ef281d8bed794468b2e2d64bff2d176b__250820_1541_01.wav,44100,44100,10.848367,11.807755,-1.437,-1.5,-0.063,-20.063,-20.11,-0.047,0.0,0.0,0.0,8.536687,8.52109,-0.015597,0.000568,0.001546,0.000978,758.919,680.991,-77.928,-19.889,-19.869,0.02,10.284198,8.469723,-1.814475,,,,,,,,,,,,,,,,,,,,0.737194,0.753478,0.016284,5,5,0.127117,0.245478,1.028401,1.26842,1.800681,2.642443,0.408901,0.476169,0.89707,0.473804,,,,
enh/clearervoice/medium/data/raw/2025/09/08/5d4c7742b30af62c91777f92bdbaa267d5e4650e3c60e0833b39d81f5a16a679__250820_1542.wav,clearervoice,medium,prep/data/raw/2025/09/08/5d4c7742b30af62c91777f92bdbaa267d5e4650e3c60e0833b39d81f5a16a679__250820_1542.wav,44100,44100,7.590816,8.262132,-1.0,-0.99,0.01,-20.663,-20.713,-0.05,0.0,0.0,0.0,9.619305,9.685863,0.066558,0.000324,0.002665,0.002341,896.465,789.99,-106.475,-19.475,-19.429,0.046,6.962475,5.156723,-1.805752,,,,,,,,,,,,,,,,,,,,0.692212,0.588346,-0.103866,4,6,0.279068,0.193779,0.984013,0.701292,2.88415,2.306023,0.266687,0.292053,0.484322,0.663325,,,,
enh/clearervoice/medium/data/raw/2025/09/08/df5c7a3423dd07c7c527615359dcf78149587b1be39ec227e9a058012ed33c35__250714_1629.wav,clearervoice,medium,prep/data/raw/2025/09/08/df5c7a3423dd07c7c527615359dcf78149587b1be39ec227e9a058012ed33c35__250714_1629.wav,44100,44100,9.221224,10.036712,-2.028,-2.108,-0.08,-25.26,-25.419,-0.159,0.0,0.0,0.0,14.507037,14.639616,0.132579,0.000841,0.013814,0.012973,869.251,901.815,32.564,-22.321,-22.266,0.055,7.064571,7.328304,0.263733,,,,,,,,,,,,,,,,,,,,0.735375,0.663032,-0.072343,4,5,0.305466,0.423829,0.996864,1.000976,3.207397,4.423323,0.504495,0.302457,0.472377,0.333333,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/072ff6bbce11674348eacd0547b155a5699af26be74472800e3e79bf4c8708fe__250805_1410.wav,deepfilternet,medium,prep/data/raw/2025/09/08/072ff6bbce11674348eacd0547b155a5699af26be74472800e3e79bf4c8708fe__250805_1410.wav,44100,44100,70.50449,70.504512,-1.0,-1.019,-0.019,-19.637,-19.805,-0.168,0.0,0.0,0.0,8.547379,8.695545,0.148166,0.000481,0.00207,0.001589,998.823,1098.968,100.145,-18.113,-18.267,-0.154,9.904367,10.447905,0.543538,,,,,,,,,,,,,,,,,,,,0.719326,0.691754,-0.027572,23,28,0.215442,0.197692,1.406038,1.405992,4.350191,4.028692,0.187722,0.058903,1.161091,0.924669,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/115ad6db883bea6a592e6e16b74fd05f9761d2a212181ad691ea50e1da168896__250820_1542_01.wav,deepfilternet,medium,prep/data/raw/2025/09/08/115ad6db883bea6a592e6e16b74fd05f9761d2a212181ad691ea50e1da168896__250820_1542_01.wav,44100,44100,43.996735,43.996757,-1.0,-1.129,-0.129,-19.644,-19.734,-0.09,0.0,0.0,0.0,8.554827,8.516912,-0.037915,0.000662,0.002363,0.001701,848.894,822.673,-26.221,-18.6,-18.675,-0.075,11.008009,11.751583,0.743574,,,,,,,,,,,,,,,,,,,,0.707408,0.689687,-0.017721,15,18,0.18926,0.13956,1.324843,1.268282,3.601258,3.213391,0.181648,0.167106,1.040278,1.053947,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/12084eba1a10ed7454625cd2739c2de098eb3f9270247626e60000aa72c44a2c__250820_1933.wav,deepfilternet,medium,prep/data/raw/2025/09/08/12084eba1a10ed7454625cd2739c2de098eb3f9270247626e60000aa72c44a2c__250820_1933.wav,44100,44100,67.105306,67.105329,-1.0,-1.142,-0.142,-20.954,-21.125,-0.171,0.0,0.0,0.0,9.947254,9.981294,0.03404,0.000432,0.001123,0.000691,747.98,754.683,6.703,-20.29,-20.385,-0.095,10.389561,11.702219,1.312658,,,,,,,,,,,,,,,,,,,,0.740298,0.729977,-0.010321,14,15,0.11805,0.136781,1.486495,1.693071,3.581001,4.101436,0.200411,0.167352,1.554619,0.918699,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/138515212831618930e641ff8b2effdc07997d1e4995e330554f72d0d472924b__250820_1548.wav,deepfilternet,medium,prep/data/raw/2025/09/08/138515212831618930e641ff8b2effdc07997d1e4995e330554f72d0d472924b__250820_1548.wav,44100,44100,91.187551,91.187574,-1.0,-1.136,-0.136,-21.086,-21.224,-0.138,0.0,0.0,0.0,10.099336,10.102204,0.002868,0.000673,0.002537,0.001864,877.916,878.754,0.838,-19.926,-20.052,-0.126,11.165916,11.689082,0.523166,,,,,,,,,,,,,,,,,,,,0.703458,0.678105,-0.025353,29,32,0.096462,0.113628,1.454508,1.394414,3.620681,3.559151,0.26336,0.158397,1.262493,1.047749,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/1469c6d5be16c5794f75f8b5ee50074b4d498b34ee9f4a15e52634057e13e3cb__250728_0911.wav,deepfilternet,medium,prep/data/raw/2025/09/08/1469c6d5be16c5794f75f8b5ee50074b4d498b34ee9f4a15e52634057e13e3cb__250728_0911.wav,44100,44100,163.16551,163.165533,-1.0,-1.265,-0.265,-19.565,-19.707,-0.142,0.0,0.0,0.0,8.476537,8.357548,-0.118989,0.001631,0.005049,0.003418,1022.761,1091.958,69.197,-18.111,-18.249,-0.138,10.855817,11.052042,0.196225,,,,,,,,,,,,,,,,,,,,0.721381,0.686038,-0.035343,28,32,0.140983,0.110399,1.726065,1.571142,6.042894,5.429031,0.214146,0.100625,1.283201,1.297354,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/16543449086b8cb78ed5bafebbec6a5cf54c0ce74d1702b6eb3be91fade9a8d5__250728_0924.wav,deepfilternet,medium,prep/data/raw/2025/09/08/16543449086b8cb78ed5bafebbec6a5cf54c0ce74d1702b6eb3be91fade9a8d5__250728_0924.wav,44100,44100,131.421837,131.421859,-1.0,-1.197,-0.197,-20.582,-20.73,-0.148,0.0,0.0,0.0,9.529988,9.475521,-0.054467,0.001449,0.004409,0.00296,875.152,955.718,80.566,-19.087,-19.234,-0.147,10.972291,11.225155,0.252864,,,,,,,,,,,,,,,,,,,,0.731271,0.705022,-0.026249,25,25,0.097557,0.102581,1.553029,1.617982,4.437809,4.774658,0.169231,0.242959,1.564697,1.659955,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/166ef3101465e2cc2ba05cae7010abdfa2d78de9525bb90b17889011a8cb25d5__250728_0938.wav,deepfilternet,medium,prep/data/raw/2025/09/08/166ef3101465e2cc2ba05cae7010abdfa2d78de9525bb90b17889011a8cb25d5__250728_0938.wav,44100,44100,130.272653,130.272676,-1.0,-1.119,-0.119,-19.708,-19.852,-0.144,0.0,0.0,0.0,8.617578,8.642075,0.024497,0.001189,0.003944,0.002755,871.95,944.14,72.19,-18.584,-18.722,-0.138,11.611293,11.815429,0.204136,,,,,,,,,,,,,,,,,,,,0.749649,0.724598,-0.025051,29,29,0.094292,0.092019,1.471606,1.514093,3.89324,4.103247,0.261239,0.248296,2.187577,1.821819,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/190b5750faeba13be9107a4b7d790a839b2cf992fd2aeb01be729c76e81bbf57__250728_0919.wav,deepfilternet,medium,prep/data/raw/2025/09/08/190b5750faeba13be9107a4b7d790a839b2cf992fd2aeb01be729c76e81bbf57__250728_0919.wav,44100,44100,95.007347,94.31737,-1.0,-1.163,-0.163,-19.53,-19.644,-0.114,0.0,0.0,0.0,8.442766,8.39563,-0.047136,0.001885,0.00513,0.003245,1111.084,1161.431,50.347,-18.262,-18.404,-0.142,10.898335,11.131849,0.233514,,,,,,,,,,,,,,,,,,,,0.750118,0.726148,-0.02397,17,16,0.139824,0.109999,1.643284,1.616449,5.056126,4.976054,0.267567,0.296734,1.424809,1.606763,,,,
